player_id,version,name,full_name,description,image,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause,specialities,club_id,club_name,club_league_id,club_league_name,club_logo,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_id,country_name,country_league_id,country_league_name,country_flag,country_rating,country_position,country_kit_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,fk_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,play_styles
239085,2022-05-01,"Erling Braut Håland - FIFA 22 - Apr 26, 2022 | SoFIFA",Erling Braut Håland,"Erling Haaland (Erling Braut Håland, born 21 July 2000) is a Norwegian footballer who plays as a striker for German club Borussia Dortmund, and the Norway national team. In the game FIFA 22, his overall rating is 88.",https://cdn.sofifa.net/players/239/085/22_120.png,194,94,2000-07-21,ST,88,94,€143.5M,€110K,Left,3 ,3 ,4 ,High/Medium,Unique,Yes,€272.7M,"Aerial threat,Distance shooter,Strength,Clinical finisher,Complete forward",22,Borussia Dortmund,19,Bundesliga,https://cdn.sofifa.net/meta/team/68/30.png,81,ST,9,2020-01-01,2024,1352,Norway,78,Friendly International,https://cdn.sofifa.net/meta/team/18578/30.png,76,ST,9,47,94,78,74,88,78,77,62,51,85,82,93,77,88,72,94,74,82,93,87,85,43,89,73,76,85,44,53,29,7,14,13,11,7,"Injury prone, Speed dribbler (AI), Power header"
261622,2022-05-01,"Mohamed Sherif Mohamed - FIFA 21 - Sep 25, 2021 | SoFIFA",Mohamed Sherif Mohamed,"Mohamed Sherif (Mohamed Sherif Mohamed, born 4 February 1996) is an Egyptian footballer who plays as a striker for the Egypt national team. In the game FIFA 21, his overall rating is 70.",https://cdn.sofifa.net/players/261/622/21_120.png,185,76,1996-02-04,"ST,RW,LW",70,75,€0,€0,Left,5 ,2 ,1 ,High/Medium,Normal (185+),No,,,,,,,,,,,111130,Egypt,78,Friendly International,https://cdn.sofifa.net/meta/team/18546/30.png,73,SUB,19,55,68,67,61,65,73,64,60,50,71,81,80,77,64,72,74,75,70,69,71,54,35,69,61,64,63,32,45,35,8,12,10,11,11,Speed dribbler (AI)
229879,2022-05-01,"David Romney - FIFA 22 - Apr 26, 2022 | SoFIFA",David Romney,"Dave Romney (David Romney, born 12 June 1993) is an American soccer player who plays as a center back for American club Nashville SC. In the game FIFA 22, his overall rating is 68.",https://cdn.sofifa.net/players/229/879/22_120.png,188,79,1993-06-12,CB,68,69,€1.1M,€4K,Left,3 ,2 ,1 ,Medium/High,Normal (185+),No,€1.7M,,114162,Nashville SC,39,Major League Soccer,https://cdn.sofifa.net/meta/team/148048/30.png,69,LCB,4,2019-11-12,2026,,,,,,,,,59,24,66,67,35,61,54,34,61,61,57,55,52,69,45,52,79,71,75,24,70,66,50,52,35,67,69,67,64,9,12,8,5,14,"Power header, Giant throw-in"
251895,2022-05-01,"Shawn Adewoye - FIFA 22 - Apr 26, 2022 | SoFIFA",Shawn Adewoye,"Shawn Adewoye (born 29 June 2000) is a Belgian footballer who plays as a center back for Dutch club RKC Waalwijk. In the game FIFA 22, his overall rating is 62.",https://cdn.sofifa.net/players/251/895/22_120.png,181,81,2000-06-29,CB,62,73,€825K,€1K,Right,3 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€1.4M,,1905,RKC Waalwijk,10,Eredivisie,https://cdn.sofifa.net/meta/team/814/30.png,66,RCB,4,2021-01-31,2023,,,,,,,,,24,20,58,53,20,33,34,28,43,48,69,67,58,56,60,35,75,53,76,17,64,59,25,34,28,47,58,64,62,6,11,6,10,11,
201976,2022-05-01,"Alfred Benjamin Gomis - FIFA 22 - Apr 26, 2022 | SoFIFA",Alfred Benjamin Gomis,"Alfred Gomis (Alfred Benjamin Gomis, born 5 September 1993) is a Senegalese footballer who plays as a goalkeeper for French club Rennes. In the game FIFA 22, his overall rating is 77.",https://cdn.sofifa.net/players/201/976/22_120.png,196,80,1993-09-05,GK,77,79,€9.5M,€32K,Right,3 ,1 ,1 ,Medium/Medium,Normal (185+),No,€18.8M,,74,Rennes,16,Ligue 1,https://cdn.sofifa.net/meta/team/598/30.png,76,GK,16,2020-09-29,2025,,,,,,,,,15,16,11,34,11,15,12,12,41,24,43,41,60,73,54,53,78,33,65,15,16,21,16,61,23,57,18,14,10,77,76,71,76,76,Long passer (AI)
230136,2022-05-01,"Jordan Andrew Thompson - FIFA 22 - Apr 26, 2022 | SoFIFA",Jordan Andrew Thompson,"Jordan Thompson (Jordan Andrew Thompson, born 3 January 1997) is a Northern Irish footballer who plays as a center midfield for British club Stoke City, and the Northern Ireland national team. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/230/136/22_120.png,175,65,1997-01-03,"CM,CDM",67,72,€1.5M,€9K,Left,2 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€3M,,1806,Stoke City,14,Championship,https://cdn.sofifa.net/meta/team/26/30.png,70,RES,15,2020-01-17,2022,110081,Northern Ireland,78,Friendly International,https://cdn.sofifa.net/meta/team/18696/30.png,70,SUB,15,57,51,49,69,42,64,48,50,70,70,70,72,78,67,77,59,61,71,65,61,68,62,59,69,45,57,62,64,59,7,11,13,13,5,
243960,2022-05-01,"Moritz Broschinski - FIFA 22 - Apr 26, 2022 | SoFIFA",Moritz Broschinski,"Moritz Broschinski (born 23 September 2000) is a German footballer who plays as a striker for German club Borussia Dortmund II. In the game FIFA 22, his overall rating is 60.",https://cdn.sofifa.net/players/243/960/22_120.png,190,77,2000-09-23,"ST,RM",60,71,€550K,€750,Right,3 ,3 ,1 ,Medium/Medium,Lean (185+),No,€908K,,110676,Borussia Dortmund II,2076,3. Liga,https://cdn.sofifa.net/meta/team/3655/30.png,63,SUB,33,2020-07-01,2022,,,,,,,,,44,61,57,53,54,58,47,30,41,56,70,80,64,57,67,63,74,54,67,52,44,20,56,42,50,47,22,17,19,5,9,13,8,8,
193272,2022-05-01,"Samuel Sahin-Radlinger - FIFA 22 - Apr 26, 2022 | SoFIFA",Samuel Sahin-Radlinger,"Samuel Şahin-Radlinger (Samuel Sahin-Radlinger, born 7 November 1992) is an Austrian footballer who plays as a goalkeeper for Austrian club Ried. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/193/272/22_120.png,196,94,1992-11-07,GK,67,68,€800K,€3K,Right,2 ,1 ,1 ,Medium/Medium,Normal (185+),No,€1.2M,,780,Ried,80,Bundesliga,https://cdn.sofifa.net/meta/team/3569/30.png,64,GK,1,2020-08-13,2023,,,,,,,,,12,15,12,24,8,10,19,16,25,23,52,50,36,64,42,44,55,29,59,12,16,12,13,45,16,51,13,13,20,68,62,59,66,69,"Rushes out of goal, Comes for crosses"
264441,2022-05-01,"Augustine Boakye - FIFA 22 - Apr 26, 2022 | SoFIFA",Augustine Boakye,"Augustine Boakye (born 3 November 2000) is a Ghanaian footballer who plays as a central attacking midfielder for Austrian club Wolfsberger AC. In the game FIFA 22, his overall rating is 58.",https://cdn.sofifa.net/players/264/441/22_120.png,178,70,2000-11-03,CAM,58,71,€500K,€2K,Left,3 ,2 ,1 ,Medium/Medium,Lean (170-185),No,€1M,,111822,Wolfsberger AC,80,Bundesliga,https://cdn.sofifa.net/meta/team/3787/30.png,67,RES,20,2021-08-31,2025,,,,,,,,,47,53,38,55,42,62,50,45,49,60,82,85,70,58,68,57,52,64,48,48,33,18,50,56,40,45,32,22,28,10,10,11,14,6,
235513,2022-05-01,"Silvère Ganvoula M'boussy - FIFA 22 - Apr 26, 2022 | SoFIFA",Silvère Ganvoula M'boussy,"Silvère Ganvoula (Silvère Ganvoula M'boussy, born 22 June 1996) is a Republic of the Congo footballer who plays as a striker for Belgian club Cercle Brugge, on loan from VfL Bochum 1848. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/235/513/22_120.png,191,90,1996-06-22,ST,67,71,€1.4M,€9K,Right,4 ,2 ,1 ,Medium/Low,Lean (185+),No,,,1750,Cercle Brugge,4,Pro League,https://cdn.sofifa.net/meta/team/2641/30.png,68,RES,35,,"Jun 30, 2022",,,,,,,,,40,62,72,63,61,61,51,31,23,58,72,88,61,63,53,77,70,59,84,66,62,21,64,61,61,62,23,21,18,15,10,15,6,10,Power header
253433,2022-05-01,"Oluwafemi Javier Azeez - FIFA 22 - Apr 26, 2022 | SoFIFA",Oluwafemi Javier Azeez,"Femi Azeez (Oluwafemi Javier Azeez, born 5 June 2001) is a British footballer who plays as a right midfield for British club Reading. In the game FIFA 22, his overall rating is 64.",https://cdn.sofifa.net/players/253/433/22_120.png,181,69,2001-06-05,"RM,ST",64,75,€1.3M,€5K,Left,2 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€2.7M,,1793,Reading,14,Championship,https://cdn.sofifa.net/meta/team/23/30.png,70,RES,30,2019-09-18,2022,,,,,,,,,56,59,60,63,41,64,58,46,47,65,79,82,69,55,72,70,74,62,72,64,54,22,61,54,53,56,25,35,33,14,13,6,13,14,Injury prone
257273,2022-05-01,"Jan Jakob Olschowsky - FIFA 22 - Apr 26, 2022 | SoFIFA",Jan Jakob Olschowsky,"Jan Olschowsky (Jan Jakob Olschowsky, born 18 November 2001) is a German footballer who plays as a goalkeeper for German club Borussia Mönchengladbach. In the game FIFA 22, his overall rating is 63.",https://cdn.sofifa.net/players/257/273/22_120.png,183,80,2001-11-18,GK,63,75,€1M,€2K,Right,3 ,1 ,1 ,Medium/Medium,Normal (170-185),No,€1.9M,,23,Borussia Mönchengladbach,19,Bundesliga,https://cdn.sofifa.net/meta/team/683/30.png,78,SUB,41,2020-07-13,2023,,,,,,,,,14,6,13,18,9,12,13,10,25,10,22,17,30,50,44,48,78,16,42,7,23,11,8,45,15,38,18,11,11,64,63,64,65,64,
257785,2022-05-01,"Marco Brescianini - FIFA 22 - Apr 26, 2022 | SoFIFA",Marco Brescianini,"Marco Brescianini (born 20 January 2000) is an Italian footballer who plays as a central defensive midfielder for Italian club Monza. In the game FIFA 22, his overall rating is 61.",https://cdn.sofifa.net/players/257/785/22_120.png,188,78,2000-01-20,"CDM,CM",61,72,€700K,€650,Left,3 ,2 ,1 ,Low/Medium,Lean (185+),No,€1.3M,,111811,Monza,32,Serie B,https://cdn.sofifa.net/meta/team/1628/30.png,70,SUB,33,2017-07-01,2024,,,,,,,,,48,34,61,64,39,61,48,40,64,60,70,64,51,66,52,59,62,68,72,48,65,54,61,59,54,57,50,55,57,6,14,9,7,10,
258041,2022-05-01,"Hugo Novoa - FIFA 22 - Apr 26, 2022 | SoFIFA",Hugo Novoa Ramos,"Hugo Novoa (born 24 January 2003) is a Spanish footballer who plays as a striker for German club RB Leipzig. In the game FIFA 22, his overall rating is 65.",https://cdn.sofifa.net/players/258/041/22_120.png,182,68,2003-01-24,ST,65,79,€1.7M,€7K,Right,3 ,2 ,1 ,Medium/Low,Lean (170-185),No,€4M,,112172,RB Leipzig,19,Bundesliga,https://cdn.sofifa.net/meta/team/277/30.png,80,SUB,38,2020-07-01,2024,,,,,,,,,36,69,65,52,55,65,42,38,42,67,66,73,77,66,75,67,65,53,41,58,38,15,66,52,60,54,17,20,18,15,9,14,7,10,
200954,2022-05-01,"Denis Thomalla - FIFA 22 - Apr 26, 2022 | SoFIFA",Denis Thomalla,"Denis Thomalla (born 16 August 1992) is a German footballer who plays as a center forward for German club Heidenheim. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/200/954/22_120.png,186,75,1992-08-16,"CF,CAM,ST",67,67,€1M,€9K,Right,3 ,3 ,1 ,Medium/Medium,Lean (185+),No,€1.6M,,111235,Heidenheim,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/2831/30.png,69,SUB,11,2016-07-01,2023,,,,,,,,,66,65,68,67,66,67,58,57,54,67,68,69,68,70,63,68,81,82,64,61,53,32,72,61,57,58,24,30,30,14,15,8,14,13,
215546,2022-05-01,"Michael Brouwer - FIFA 21 - Sep 25, 2021 | SoFIFA",Michael Brouwer,"Michael Brouwer (born 21 January 1993) is a Dutch footballer who plays as a goalkeeper for Dutch club Heracles Almelo. In the game FIFA 21, his overall rating is 64.",https://cdn.sofifa.net/players/215/546/21_120.png,189,81,1993-01-21,GK,64,66,€525K,€2K,Right,3 ,1 ,1 ,Medium/Medium,Normal (185+),No,€801K,,100634,Heracles Almelo,10,Eredivisie,https://cdn.sofifa.net/meta/team/1403/30.png,66,SUB,16,2013-07-01,2023,,,,,,,,,13,18,16,24,17,18,18,16,21,26,25,27,32,62,32,45,42,25,43,17,21,9,4,33,27,39,21,20,19,67,63,60,59,63,
234234,2022-05-01,"Georgi Kostadinov - FIFA 21 - Sep 25, 2021 | SoFIFA",Georgi Kostadinov,"Georgi Kostadinov (born 7 September 1990) is a Bulgarian footballer who plays as a central defensive midfielder for the Bulgaria national team. In the game FIFA 21, his overall rating is 68.",https://cdn.sofifa.net/players/234/234/21_120.png,185,75,1990-09-07,"CDM,CM",68,68,€0,€0,Right,3 ,2 ,1 ,Medium/High,Normal (185+),No,,,,,,,,,,,1327,Bulgaria,78,Friendly International,https://cdn.sofifa.net/meta/team/18690/30.png,67,RCM,7,44,46,59,68,37,52,34,40,64,61,62,65,55,68,64,69,58,73,72,58,64,68,65,58,46,59,67,70,68,14,12,6,14,14,Power free-kick
235770,2022-05-01,"Harry Pickering - FIFA 22 - Apr 26, 2022 | SoFIFA",Harry Pickering,"Harry Pickering (born 29 December 1998) is a British footballer who plays as a left wing back for British club Blackburn Rovers. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/235/770/22_120.png,183,78,1998-12-29,"LWB,LB",69,75,€2.1M,€15K,Left,2 ,2 ,1 ,Medium/Medium,Lean (170-185),No,€4.4M,,3,Blackburn Rovers,14,Championship,https://cdn.sofifa.net/meta/team/2/30.png,71,LWB,3,2021-02-01,2025,,,,,,,,,68,45,55,63,38,64,66,65,60,63,75,73,70,64,67,61,62,82,71,57,56,65,61,62,47,62,66,64,63,11,11,11,10,7,Long shot taker (AI)
235515,2022-05-01,"Benito - FIFA 22 - Apr 26, 2022 | SoFIFA",Benito Ramírez del Toro,"Benito (born 11 July 1995) is a Spanish footballer who plays as a left midfield for Spanish club Las Palmas. In the game FIFA 22, his overall rating is 71.",https://cdn.sofifa.net/players/235/515/22_120.png,179,70,1995-07-11,"LM,LW,LB",71,72,€2.2M,€7K,Left,3 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€3.7M,,472,Las Palmas,54,La Liga 2,https://cdn.sofifa.net/meta/team/2921/30.png,70,SUB,11,2015-07-01,2024,,,,,,,,,67,64,61,68,41,71,60,71,63,72,83,85,76,67,76,72,56,68,65,70,62,62,64,62,51,68,60,63,61,7,11,11,12,13,"Long shot taker (AI), Speed dribbler (AI)"
246011,2022-05-01,"Víctor García - FIFA 21 - Sep 25, 2021 | SoFIFA",Víctor García Raja,"Víctor García (born 1 January 1997) is a Spanish footballer who plays as a right midfield for Spanish club Sabadell, on loan from Real Valladolid. In the game FIFA 21, his overall rating is 66.",https://cdn.sofifa.net/players/246/011/21_120.png,173,68,1997-01-01,"RM,RWB",66,72,€1.4M,€5K,Right,3 ,4 ,1 ,High/Medium,Normal (170-185),No,,,15021,Sabadell,54,La Liga 2,https://cdn.sofifa.net/meta/team/758/30.png,66,RWB,17,,"Jun 30, 2021",,,,,,,,,65,67,68,67,61,68,53,49,61,70,69,73,63,51,65,66,60,69,62,62,45,45,64,54,62,57,40,59,45,11,6,12,7,6,Technical dribbler (AI)
190459,2022-05-01,"André Hansen - FIFA 22 - Apr 26, 2022 | SoFIFA",André Hansen,"André Hansen (born 17 December 1989) is a Norwegian footballer who plays as a goalkeeper for Norwegian club Rosenborg, and the Norway national team. In the game FIFA 22, his overall rating is 73.",https://cdn.sofifa.net/players/190/459/22_120.png,189,87,1989-12-17,GK,73,73,€1.6M,€5K,Right,2 ,1 ,1 ,Medium/Medium,Normal (185+),No,€2M,,298,Rosenborg,41,Eliteserien,https://cdn.sofifa.net/meta/team/1335/30.png,67,GK,1,2015-01-01,2023,1352,Norway,78,Friendly International,https://cdn.sofifa.net/meta/team/18578/30.png,76,SUB,12,13,12,13,39,12,21,10,19,41,24,35,37,57,68,43,53,58,36,77,13,32,23,16,66,17,64,27,15,14,74,68,70,74,76,"Leadership, GK Long throw, Team player"
208636,2022-05-01,"Lee Myung Joo - FIFA 22 - Apr 26, 2022 | SoFIFA",Myung-joo Lee 이명주 李明柱,"Lee Myung Joo (李明柱, Myung-joo Lee, born 24 April 1990) is a Korean footballer who plays as a center midfield for Korean club Incheon United. In the game FIFA 22, his overall rating is 66.",https://cdn.sofifa.net/players/208/636/22_120.png,176,74,1990-04-24,CM,66,66,€700K,€2K,Right,3 ,3 ,1 ,High/Medium,Normal (170-185),No,€875K,,110765,Incheon United,83,K League 1,https://cdn.sofifa.net/meta/team/6922/30.png,66,SUB,5,2022-01-31,2025,,,,,,,,,53,60,60,71,48,64,52,60,64,70,71,69,81,65,67,57,73,66,71,66,67,62,66,66,57,63,55,59,47,15,11,15,9,12,"Long passer (AI), Playmaker (AI)"
221692,2022-05-01,"Colby David Bishop - FIFA 22 - Apr 26, 2022 | SoFIFA",Colby David Bishop,"Colby Bishop (Colby David Bishop, born 4 November 1996) is a British footballer who plays as a striker for British club Accrington Stanley. In the game FIFA 22, his overall rating is 66.",https://cdn.sofifa.net/players/221/692/22_120.png,183,72,1996-11-04,ST,66,70,€1.2M,€2K,Right,3 ,3 ,1 ,High/High,Normal (170-185),No,€2.2M,,110313,Accrington Stanley,60,League One,https://cdn.sofifa.net/meta/team/395/30.png,64,LS,9,2019-07-13,2022,,,,,,,,,38,67,65,61,61,60,47,51,44,65,74,72,64,65,66,65,86,79,77,60,67,30,67,60,62,65,33,28,23,12,14,9,10,14,Solid player
224508,2022-05-01,"Leonardo Mancuso - FIFA 22 - Apr 26, 2022 | SoFIFA",Leonardo Mancuso,"Leonardo Mancuso (born 26 May 1992) is an Italian footballer who plays as a striker for Italian club Monza. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/224/508/22_120.png,182,77,1992-05-26,"ST,LW",70,70,€1.6M,€4K,Right,4 ,3 ,1 ,High/Low,Normal (170-185),No,€2.6M,,111811,Monza,32,Serie B,https://cdn.sofifa.net/meta/team/1628/30.png,70,LS,97,2019-07-13,2023,,,,,,,,,62,70,64,62,68,72,63,41,57,73,72,78,81,72,80,70,70,85,67,64,50,36,75,66,70,68,40,22,20,5,12,10,13,11,Finesse shot
230396,2022-05-01,"Weilson Leal - FIFA 22 - Apr 26, 2022 | SoFIFA",Weilson Emílio Leal Cintra,"Weilson Leal (born 29 February 1988) is a Brazilian footballer who plays as a left midfield for Brazilian club Cuiabá. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/230/396/22_120.png,181,74,1988-02-29,"LM,CAM",69,69,€875K,€8K,Left,3 ,2 ,1 ,Medium/Medium,Normal (170-185),No,€1.7M,,115530,Cuiabá,7,Série A,https://cdn.sofifa.net/meta/team/5463/30.png,71,SUB,16,2021-07-08,2024,,,,,,,,,57,69,67,68,66,71,65,62,58,72,76,74,69,65,54,70,71,74,65,64,52,43,66,68,61,62,32,27,25,10,11,10,14,8,
246013,2022-05-01,"Horacio Martín Calcaterra - FIFA 22 - Apr 26, 2022 | SoFIFA",Horacio Martín Calcaterra,"Horacio Calcaterra (Horacio Martín Calcaterra, born 22 February 1989) is a Peruvian footballer who plays as a center midfield for Peruvian club Sporting Cristal. In the game FIFA 22, his overall rating is 69.",https://cdn.sofifa.net/players/246/013/22_120.png,178,70,1989-02-22,"CM,CAM",69,69,€1.1M,€550,Right,3 ,3 ,1 ,Low/Medium,Lean (170-185),No,€2.4M,,111013,Sporting Cristal,2020,Liga 1,https://cdn.sofifa.net/meta/team/10661/30.png,68,RCM,7,2013-01-01,2022,,,,,,,,,72,54,55,74,41,70,65,72,68,72,67,65,63,65,70,68,62,80,58,70,54,57,61,70,75,72,63,62,56,14,15,9,9,8,"Leadership, Playmaker (AI)"
263678,2022-05-01,"Taylor Gardner-Hickman - FIFA 22 - Apr 26, 2022 | SoFIFA",Taylor Gardner-Hickman,"Taylor Gardner-Hickman (born 30 December 2001) is a British footballer who plays as a right wing back for British club West Bromwich Albion. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/263/678/22_120.png,178,72,2001-12-30,"RWB,CM",67,79,€2.3M,€7K,Right,3 ,2 ,1 ,High/Medium,Normal (170-185),No,€4.8M,,109,West Bromwich Albion,14,Championship,https://cdn.sofifa.net/meta/team/10/30.png,71,SUB,29,2020-07-01,2026,,,,,,,,,63,55,52,64,48,67,61,53,58,64,72,78,58,62,68,58,62,67,55,55,59,62,62,61,60,58,59,65,63,11,15,13,5,12,
208638,2022-05-01,"Rober Correa - FIFA 22 - Apr 26, 2022 | SoFIFA",Roberto Antonio Correa Silva,"Rober Correa (born 29 September 1992) is a Spanish footballer who plays as a right back for Spanish club SD Eibar. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/208/638/22_120.png,180,71,1992-09-29,RB,70,70,€1.4M,€7K,Right,3 ,2 ,1 ,Medium/Medium,Lean (170-185),No,€2.2M,,467,SD Eibar,54,La Liga 2,https://cdn.sofifa.net/meta/team/60/30.png,73,RB,4,2019-07-05,2024,,,,,,,,,67,38,63,65,41,58,43,44,52,65,70,76,72,66,73,64,71,76,74,36,76,65,44,54,41,58,66,71,68,14,10,12,12,9,
228607,2022-05-01,"Dominik Reimann - FIFA 22 - Apr 26, 2022 | SoFIFA",Dominik Reimann,"Dominik Reimann (born 18 June 1997) is a German footballer who plays as a goalkeeper for German club Magdeburg. In the game FIFA 22, his overall rating is 67.",https://cdn.sofifa.net/players/228/607/22_120.png,186,82,1997-06-18,GK,67,70,€1.1M,€1K,Right,3 ,1 ,1 ,Medium/Medium,Normal (185+),No,€1.7M,,110588,Magdeburg,2076,3. Liga,https://cdn.sofifa.net/meta/team/3527/30.png,65,GK,1,2021-07-01,2023,,,,,,,,,9,6,8,50,7,15,11,12,48,24,44,46,53,60,50,53,65,31,47,8,24,20,6,51,17,45,9,10,9,68,62,71,70,68,"Rushes out of goal, Saves with feet"
248575,2022-05-01,"Dominik Kother - FIFA 22 - Apr 26, 2022 | SoFIFA",Dominik Kother,"Dominik Kother (born 16 March 2000) is a German footballer who plays as a left midfield for German club Waldhof Mannheim, on loan from Karlsruher SC. In the game FIFA 22, his overall rating is 66.",https://cdn.sofifa.net/players/248/575/22_120.png,180,67,2000-03-16,"LM,LW",66,73,€1.7M,€4K,Right,3 ,2 ,1 ,Medium/Medium,Lean (170-185),No,,,110532,Waldhof Mannheim,2076,3. Liga,https://cdn.sofifa.net/meta/team/3385/30.png,65,RES,34,,"Jun 30, 2022",,,,,,,,,64,67,46,59,54,73,45,37,42,70,79,74,81,63,68,58,72,58,48,59,33,19,60,49,49,53,21,16,18,9,9,11,10,8,
219392,2022-05-01,"Alex Arthur Rufer - FIFA 22 - Apr 26, 2022 | SoFIFA",Alex Arthur Rufer,"Alex Rufer (Alex Arthur Rufer, born 12 June 1996) is a New Zealand association footballer who plays as a central defensive midfielder for New Zealand association club Wellington Phoenix. In the game FIFA 22, his overall rating is 62.",https://cdn.sofifa.net/players/219/392/22_120.png,184,75,1996-06-12,"CDM,CM",62,65,€475K,€900,Right,3 ,3 ,1 ,Medium/Medium,Normal (170-185),No,€629K,,111766,Wellington Phoenix,351,A-League Men,https://cdn.sofifa.net/meta/team/1868/30.png,64,RES,14,2013-08-01,2023,,,,,,,,,56,49,52,64,39,59,55,52,63,60,65,66,61,57,53,64,56,69,73,47,76,55,57,63,51,56,53,60,60,13,10,10,15,11,"Dives into tackles (AI), Leadership, Long passer (AI)"
225280,2022-05-01,"Dimitar Mitov - FIFA 22 - Apr 26, 2022 | SoFIFA",Dimitar Mitov,"Dimitar Mitov (born 22 January 1997) is a Bulgarian footballer who plays as a goalkeeper for British club Cambridge United. In the game FIFA 22, his overall rating is 65.",https://cdn.sofifa.net/players/225/280/22_120.png,188,76,1997-01-22,GK,65,68,€750K,€2K,Right,3 ,1 ,1 ,Medium/Medium,Lean (185+),No,€1.4M,,1944,Cambridge United,60,League One,https://cdn.sofifa.net/meta/team/232/30.png,64,GK,1,2017-07-01,2023,,,,,,,,,14,14,17,29,12,15,22,19,32,25,61,60,55,58,55,47,63,35,58,18,27,23,20,36,33,42,16,13,16,65,63,62,64,66,
204033,2022-05-01,"Nicholas Devlin - FIFA 22 - Apr 26, 2022 | SoFIFA",Nicholas Devlin,"Nicky Devlin (Nicholas Devlin, born 17 October 1993) is a Scottish footballer who plays as a right back for Scottish club Livingston. In the game FIFA 22, his overall rating is 66.",https://cdn.sofifa.net/players/204/033/22_120.png,183,73,1993-10-17,RB,66,66,€825K,€2K,Right,3 ,2 ,1 ,High/High,Normal (170-185),No,€1.4M,,621,Livingston,50,Premiership,https://cdn.sofifa.net/meta/team/258/30.png,64,RB,2,2019-07-01,2023,,,,,,,,,59,50,54,57,40,62,53,43,59,58,81,85,73,60,67,57,76,85,74,45,83,60,53,50,50,57,58,62,62,10,9,8,11,14,"Long throw-In, Dives into tackles (AI), Leadership, Speed dribbler (AI), Team player"
209409,2022-05-01,"Manuel Marras - FIFA 22 - Apr 26, 2022 | SoFIFA",Manuel Marras,"Manuel Marras (born 9 July 1993) is an Italian footballer who plays as a right winger for Italian club Crotone. In the game FIFA 22, his overall rating is 68.",https://cdn.sofifa.net/players/209/409/22_120.png,168,63,1993-07-09,RW,68,68,€1.3M,€2K,Left,4 ,3 ,1 ,Medium/Medium,Lean (170-),No,€2M,,110734,Crotone,32,Serie B,https://cdn.sofifa.net/meta/team/89/30.png,66,SUB,17,2022-03-30,2022,,,,,,,,,69,59,43,67,58,72,68,52,50,69,80,76,85,66,94,61,37,80,31,57,35,20,60,65,60,51,17,18,19,14,11,10,11,11,Speed dribbler (AI)
238593,2022-05-01,"Moritz Heyer - FIFA 22 - Apr 26, 2022 | SoFIFA",Moritz Heyer,"Moritz Heyer (born 4 April 1995) is a German footballer who plays as a right back for German club Hamburger SV. In the game FIFA 22, his overall rating is 71.",https://cdn.sofifa.net/players/238/593/22_120.png,185,78,1995-04-04,"RB,CDM,CB",71,72,€2M,€9K,Right,4 ,2 ,1 ,High/Medium,Normal (185+),No,€3.4M,,28,Hamburger SV,20,2. Bundesliga,https://cdn.sofifa.net/meta/team/2708/30.png,71,RB,3,2020-09-17,2026,,,,,,,,,57,58,68,73,42,65,35,29,70,68,61,76,64,69,61,56,81,81,73,55,69,70,49,58,42,70,72,70,68,7,14,15,12,6,Solid player
212994,2022-05-01,"Rhys James Evitt-Healey - FIFA 22 - Apr 26, 2022 | SoFIFA",Rhys James Evitt-Healey,"Rhys Healey (Rhys James Evitt-Healey, born 6 December 1994) is a British footballer who plays as a striker for French club Toulouse. In the game FIFA 22, his overall rating is 70.",https://cdn.sofifa.net/players/212/994/22_120.png,180,72,1994-12-06,"ST,LW",70,71,€1.9M,€5K,Right,3 ,2 ,1 ,High/Medium,Normal (170-185),No,€3.5M,,1809,Toulouse,17,Ligue 2,https://cdn.sofifa.net/meta/team/289/30.png,68,ST,9,2020-08-27,2023,,,,,,,,,48,75,59,62,64,68,62,47,46,72,80,76,80,65,73,73,64,71,63,65,33,15,72,52,63,66,31,27,24,6,9,15,13,9,"Long throw-In, Finesse shot"
